subject,content,bestanswer,ans0,ans1,ans2,ans3,ans4,ans5,ans6,ans7,ans8,ans9 
b'how many zip codes in the us ?',,"b'According to the USPS: \n""The United States Postal Service\xc2\xae does not keep a firm record of how many ZIP Codes are currently in use, but the number is greater than 42,000.""'","b'According to the USPS: \n""The United States Postal Service\xc2\xae does not keep a firm record of how many ZIP Codes are currently in use, but the number is greater than 42,000.""'","b'Approximately 100,000.  \n\nAccording to one of the USPS zip code databases, there are over 50,000 zip codes in the US.'",None,None,None,None,None,None,None,None
"b""What's the best gas station to fill up en route to SF Airport, when coming from Sunnyvale?""",,"b'I would use the Mathilda Shell Gas/Filling/Petrol Station which is conveniently located near the 101-N highway, so you can get right on the freeway to the airport (SFO).  \n\nThe airport is still close enough that your gas indicator will be on the ""F"", so no gas charge.\n\nThe Mathilda Shell station is located here:\n776 N Mathilda Ave, Sunnyvale, CA 94085-3510\n\nDirections from the Yahoo! Sunnyvale office to station:\nhttp://maps.yahoo.com/dd_result?newaddr=701+First+Avenue&taddr=776+N+Mathilda+Ave&csz=94089&country=us&tcsz=Sunnyvale+CA&tcountry=us&oerr=-3001&name=Y%21+Sunnyvale\n\nOnward directions to the airport:\nJust turn right out of the station and the on-ramp to 101-N is on the right, just across the intersection.\n\nGood luck!'","b'I would use the Mathilda Shell Gas/Filling/Petrol Station which is conveniently located near the 101-N highway, so you can get right on the freeway to the airport (SFO).  \n\nThe airport is still close enough that your gas indicator will be on the ""F"", so no gas charge.\n\nThe Mathilda Shell station is located here:\n776 N Mathilda Ave, Sunnyvale, CA 94085-3510\n\nDirections from the Yahoo! Sunnyvale office to station:\nhttp://maps.yahoo.com/dd_result?newaddr=701+First+Avenue&taddr=776+N+Mathilda+Ave&csz=94089&country=us&tcsz=Sunnyvale+CA&tcountry=us&oerr=-3001&name=Y%21+Sunnyvale\n\nOnward directions to the airport:\nJust turn right out of the station and the on-ramp to 101-N is on the right, just across the intersection.\n\nGood luck!'","b'I would use the Shell station at Rengsdorff/Central in Mountain View, fill the tank to the top, get on 101, and, by the time you arrive at the airport, the needle of your fuel gauge should be right on the ""F"".'","b""Valley Market and Gas in Redwood City has cheap gas and it's close to 101, just off of 84.""",None,None,None,None,None,None,None
b'Which mortgage is best for me: 30 year fixed rate or 5/1 ARM?',b'I am looking at borrowing $500000 and would like to know how to find the best interest rate for the mortgage.',"b""ARM typically will have a lower introductory interest rate.  If you definitely plan on selling your home within 5 years, then an ARM would probably be the choice for you.\n\nAfter the 5 years, however, the rate may jump into double digit percentages, which can be a shocking surprise.\n\nA 30-year fixed rate has the advantage of always knowing you'll have the same monthly mortgage payment all the way.  It typically will have a higher interest rate than the ARM.""","b""ARM typically will have a lower introductory interest rate.  If you definitely plan on selling your home within 5 years, then an ARM would probably be the choice for you.\n\nAfter the 5 years, however, the rate may jump into double digit percentages, which can be a shocking surprise.\n\nA 30-year fixed rate has the advantage of always knowing you'll have the same monthly mortgage payment all the way.  It typically will have a higher interest rate than the ARM.""","b""If you are not going to stay at the place for 30 years, then it's no point of getting a 30 year fixed. Depending on how long you want to keep your house, you can consider 5/1, 7/1, or 10/1 ARM.""",None,None,None,None,None,None,None,None
b'what is the reason behind thanksgiving holidays?',,"b'The Pilgrim Hall Museum in Plymouth, MA provides a history of the original Thanksgiving and the subsequent history of the holiday with references to both primary and secondary sources. The website link is below.\n\nAbout half of the original group of Mayflower passengers coming to America had perished during the voyage or during the first year. The 50 or so surviving Pilgrims celebrated their first successful harvest in the Fall of 1621 in Plymouth, MA. This is considered the origin of the present-day Thanksgiving. It was a harvest celebration with prayers of thanksgiving for provision, and safety. And being Puritan Separatists, the giving of thanks was to their God, Jesus Christ. \n\nThe website discusses additional details concerning the English-speaking Indians, the mix of passengers, and the Mayflower compact.\n\nRegarding the evolution of the holiday, the website contains the text of the annual Thanksgiving proclamations of Congress and the President since 1777. The first Continental Congress published the first such proclamation expressing gratefulness to God for the outcome of the War of Independence. George Washington published the first Presidential proclamation in 1789 expressing gratefulness to God for the establishment of the new form of government. However, observance of the holiday remained, effectively, an optional state initiative until Lincoln declared a national, annual Thanksgiving holiday in October of 1863. He was moved by events in the Civil War. In this proclamation Lincoln expresses gratitude to God for protection from foreign threats during the Civil War and preservation of the union in the Civil War. Presidents have declared an annual, national day of Thanksgiving ever since. In 1939 it is said FDR tried to move the day of Thanksgiving up to extend the Christmas season. The resulting controversy motivated Congress to fix the date in 1941 to the 4th Thursday in November, which is where it remains to this date.'","b'The Pilgrim Hall Museum in Plymouth, MA provides a history of the original Thanksgiving and the subsequent history of the holiday with references to both primary and secondary sources. The website link is below.\n\nAbout half of the original group of Mayflower passengers coming to America had perished during the voyage or during the first year. The 50 or so surviving Pilgrims celebrated their first successful harvest in the Fall of 1621 in Plymouth, MA. This is considered the origin of the present-day Thanksgiving. It was a harvest celebration with prayers of thanksgiving for provision, and safety. And being Puritan Separatists, the giving of thanks was to their God, Jesus Christ. \n\nThe website discusses additional details concerning the English-speaking Indians, the mix of passengers, and the Mayflower compact.\n\nRegarding the evolution of the holiday, the website contains the text of the annual Thanksgiving proclamations of Congress and the President since 1777. The first Continental Congress published the first such proclamation expressing gratefulness to God for the outcome of the War of Independence. George Washington published the first Presidential proclamation in 1789 expressing gratefulness to God for the establishment of the new form of government. However, observance of the holiday remained, effectively, an optional state initiative until Lincoln declared a national, annual Thanksgiving holiday in October of 1863. He was moved by events in the Civil War. In this proclamation Lincoln expresses gratitude to God for protection from foreign threats during the Civil War and preservation of the union in the Civil War. Presidents have declared an annual, national day of Thanksgiving ever since. In 1939 it is said FDR tried to move the day of Thanksgiving up to extend the Christmas season. The resulting controversy motivated Congress to fix the date in 1941 to the 4th Thursday in November, which is where it remains to this date.'","b'The first Thanksgiving was celebrated in 1621 by the pilgrims and the Wampanoag Indians. It is believed that they were giving thanks that they had escaped religious persecution and for their harvest after a long and difficult year in the new world, but Snopes.com says what they were really celebrating was an established harvest festival the pilgrims had brought over from England, which included feasts, singing, dancing, and games. \n\nIt was celebrated on and off in the U.S. until President Lincoln declared it a national holiday in 1863.'",None,None,None,None,None,None,None,None
"b'What did Nate ""Tiny"" Archibald do in the 1972-73 NBA season that no one had done before or since?'",,b'He lead the league in both scoring and assists in a single season.',b'He lead the league in both scoring and assists in a single season.',None,None,None,None,None,None,None,None,None
"b""What's a good board game for adults?""","b""I'm looking for a good, different board game to play at family gatherings. Something that will engage everyone, but is unusual. We're bored with Trivial Pursuit and Monopoly. Something different but good for age ranges 25-75.""","b'We played the ""Set Game"" over Thanksgiving weekend and very much enjoyed it.  It plays like a board game, made up of cards layed out on a table top.  (Our players were ages 28-65)\nhttp://www.setgame.com/set/index.html\n\n\nIn the past, we also enjoyed Carcasonne.\nhttp://www.funagain.com/control/product/~product_id=011110'","b'We played the ""Set Game"" over Thanksgiving weekend and very much enjoyed it.  It plays like a board game, made up of cards layed out on a table top.  (Our players were ages 28-65)\nhttp://www.setgame.com/set/index.html\n\n\nIn the past, we also enjoyed Carcasonne.\nhttp://www.funagain.com/control/product/~product_id=011110'","b""Balderdash - every time I've played that game (with a large variety of ages, oldest person I've every played with is 59, that's close to your range) people have had a lot of fun.""",b'Taboo is great. Cranium and Boggle are fun too.',None,None,None,None,None,None,None
b'My toddler is fussy about eating. Should I keep trying to feed him or let him eat by himself only?',"b""He's 15 months old and has just starting going to daycare where they support eating by himself.""","b""I would let him feed himself - and don't worry too much about the spoon, fingers work well. My kids started feeding themselves in daycare from about 9 months. Kids tend to be faddy - trick is to find this weeks fads. You are going to need foods that they can pick up - you may need to put the food on the table, if plates get thrown to the floor. One thing I noticed, peer pressure is great, at daycare my kids always eat because their friends do. Foods that I have found that always seem to work that they can pick up: cheese sticks, bread sticks, rice cakes, bread, bagel with cream cheese, beans (black beans, baked beans, raisins, pasta with or without tomato sauce (cut with scissors if necessary so they are the right size to pick up).  It is great - you get a chance to eat yourself once they feed themselves. Clean up is more time consuming though. I always ask at daycare what they like (tofu!)""","b""I would let him feed himself - and don't worry too much about the spoon, fingers work well. My kids started feeding themselves in daycare from about 9 months. Kids tend to be faddy - trick is to find this weeks fads. You are going to need foods that they can pick up - you may need to put the food on the table, if plates get thrown to the floor. One thing I noticed, peer pressure is great, at daycare my kids always eat because their friends do. Foods that I have found that always seem to work that they can pick up: cheese sticks, bread sticks, rice cakes, bread, bagel with cream cheese, beans (black beans, baked beans, raisins, pasta with or without tomato sauce (cut with scissors if necessary so they are the right size to pick up).  It is great - you get a chance to eat yourself once they feed themselves. Clean up is more time consuming though. I always ask at daycare what they like (tofu!)""","b'He\'s at the age where he wants to feed himself. Provide him with a variety of finger foods, such as cut up fruit, vegetables (defrosted frozen ""mixed vegetables"" were a hit with my daughter), pieces of bread, rice, pasta.  Supplement this with more substantial food like chunky jarred food and yogurt. Give him one spoon, and feed him  yourself with another spoon. He\'ll want to try to feed himself with his spoon (and he needs to learn), but you\'ll be sure more food ends up in his belly than on his shirt if you feed him alternate bites.'",None,None,None,None,None,None,None,None
b'First blockbuster video game?',"b'What was the first ""hit"" video game? Was it Pac-Man? Donkey Kong? Space Invaders??'","b'Space Invaders.\n\nhttp://en.wikipedia.org/wiki/Space_Invaders\n\nhttp://www.wired.com/news/games/0,2101,67995,00.html?tw=wn_tophead_7'","b'Space Invaders.\n\nhttp://en.wikipedia.org/wiki/Space_Invaders\n\nhttp://www.wired.com/news/games/0,2101,67995,00.html?tw=wn_tophead_7'",b'I think it was probably pong.  Simple Complex and addicting.',None,None,None,None,None,None,None,None
b'Best music podcasts?',"b'What are the best podcasts to introduce me to new (alternative, not mainstream pop or anything TOO weird) music?'","b'I like the ones from kexp.org.  I listen to their daily radio shows using the audio streams.  They recently started making podcasts for special programs of new music, and also many in-studio live band performances.  The streaming audio is still better than the podcasts (unless the live band is one you happen to like).'","b'I like the ones from kexp.org.  I listen to their daily radio shows using the audio streams.  They recently started making podcasts for special programs of new music, and also many in-studio live band performances.  The streaming audio is still better than the podcasts (unless the live band is one you happen to like).'",b'May I recommend Coverville?\nLink: http://podcasts.yahoo.com/series?s=ae3c1ed5bf2d9261181fc006de50ca7c',b'User supported Radio Station XPN here in Philadelphia does a great job. Be sure to check out their live free feed at:\n\nhttp://www.xpn.org/listen.php\n\nThey have a great weekly podcast here:\nhttp://www.npr.org/rss/podcast.php?id=510008&uid=zWXPNz1qe4e85742c986fdb81d2d38ffa0d5d53',None,None,None,None,None,None,None
"b""Are there good surf spots on India's coast?""",,b'You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/',b'You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/',b'goa and mumbai (bombay)',None,None,None,None,None,None,None,None
b'what is the best podcast to subscribe to?',,"b""This Week in Tech is a great podcast.  It's hosted by Leo Laport (of TechTV fame) and features several guests each week, usually other ex-TechTV people and John Devorak.  It's basically a discussion of tech news stories from the week.  It's been the top podcast for some time now, probably because of the well known, intelligent hosts as well as the professional production quality.\n\nBrowsing the podcasts available on iTunes can be a good way to easily sample some podcasts on topics you're interested in.""","b""This Week in Tech is a great podcast.  It's hosted by Leo Laport (of TechTV fame) and features several guests each week, usually other ex-TechTV people and John Devorak.  It's basically a discussion of tech news stories from the week.  It's been the top podcast for some time now, probably because of the well known, intelligent hosts as well as the professional production quality.\n\nBrowsing the podcasts available on iTunes can be a good way to easily sample some podcasts on topics you're interested in.""",b'The Dawn & Drew show is HILARIOUS!  I am hooked....',"b""AmericanaRoots.com has a great weekly podcast if your into Americana/Alt. Country type of music. It's entertaining and you often get to hear music that you normally don't hear on regular radio.""",None,None,None,None,None,None,None
b'What can you say to someone on their deathbed to help put their mind at ease?',,"b""It really depends on the beliefs of the individual. If they are religious, talk to them about their beliefs about the afterlife. If they are worried about how their actions in life may affect their disposition after death, recall for them (if possible) their good works and deeds. If they believe in God, remind them of the principles of divine forgiveness. If they're not religious, ask them about their beliefs. Reassure them of their impact on your life. If you're there at their bedside, I assume they've touched you somewhat, somehow.\n\nThis is not a time to hold a grudge. If you have a disagreement with them, try to forgive. Remember you will have to live with yourself after the other person is gone. Let them know you will remember them fondly. Recall good times with them to help ease their pain.""","b""It really depends on the beliefs of the individual. If they are religious, talk to them about their beliefs about the afterlife. If they are worried about how their actions in life may affect their disposition after death, recall for them (if possible) their good works and deeds. If they believe in God, remind them of the principles of divine forgiveness. If they're not religious, ask them about their beliefs. Reassure them of their impact on your life. If you're there at their bedside, I assume they've touched you somewhat, somehow.\n\nThis is not a time to hold a grudge. If you have a disagreement with them, try to forgive. Remember you will have to live with yourself after the other person is gone. Let them know you will remember them fondly. Recall good times with them to help ease their pain.""","b""I would tend to ask the other question?  How can the person on the deathbed put those around him at ease?\n\nBut if it's your Mom on the deathbed, tell her how all the good things she's done for you are having a positive effect on your life and that the rewards will come soon.  Just one idea.""","b""The article below posted by George Anderson might help. He's a respectable well known psychic.""","b'Tough question, since it\'s a deeply personal issue dependant on beliefs and experiences.\n\nPersonally, since I don\'t really believe in death as the definite end, I\'d have no problems with ""We\'ll see eachother on the other side.""\n\nIn the end, tho, you\'d have to find your own way to deal with all this. We all have to.'","b'I agree with some of the replyes. As I dont belive in death, the proof is in the rememberence of my past lifetimes. Some were quite beautiful, some were not LOL. To me, the body is a vehicle, a car, the soul is the driver, YOU, and when the car stops working, YOU, leave. If chosen, you can incarnate here again, and keep growing spiritualy. (this planet in my personal view point is a school for soul, or spirit as some call it). There are many that guide you when you pass, you dont go thru it alone, as some may be dissoriented due to the leaving of the physical body, but these are just my opinions. Take care, Love and Light'",None,None,None,None,None
"b""What's the best body lotion for sensitive skin?""","b""I have tried dermatologist recommendations (Aveeno, Eucerine, AmLactin), friend's recommendations (Body Shop Body Butters), mall recommendations (Mario Badescu, Shiseido, Kiehl's), and I can't find a good moisturizing non-oily body lotion.""","b""What don't you like about Eucerin? It is what my daughter's pediatrician recommended when she was very small. I like it for my dry hands as well.\n\nMustela, which is mainly a baby skincare line, also has a line of products for mothers with sensitive skin. I quite like their products.""","b""What don't you like about Eucerin? It is what my daughter's pediatrician recommended when she was very small. I like it for my dry hands as well.\n\nMustela, which is mainly a baby skincare line, also has a line of products for mothers with sensitive skin. I quite like their products.""","b""Aveeno is very good for sensitive skin. Another option is Jojoba Oil or grapeseed oil. \n\nYou can get Jojoba Oil from natural food store. Although it is called oil, it's not greasy at all as skin absorbs it quickly. Jojoba oil is very good for sensitive skin.\n\nGrapeseed oil is also good. You may have to get it from the internet though.""",None,None,None,None,None,None,None,None
"b""what's the difference between xbox 360 and ps3 and which should i buy?""",,"b""I'd be wary of any CNN articles surrounding the PS3. Given the business relationship between Sony and CNN, I'd take everything that CNN has to say about Sony products with a grain of salt. Likewise, I'd do the same for any MSNBC article about the Xbox 360. \n\nWith that particular article mentioned in the previous answer, please note that CNN issued a retraction on some of the information that was provided regarding the costs of the PS3 (See the bottom of the article). This casts doubt on the integrity of some of the other facts mentioned.\n\nHere's an article about some of the best reasons to get an Xbox 360: \n\nhttp://xbox360.ign.com/articles/668/668897p1.html\n\nand here's one from the same site that gives you the  best reasons to wait for the PS3:\n\nhttp://ps3.ign.com/articles/668/668446p1.html\n\nIn truth, I wouldn't suggest following any one person's recommendations. I'd do the research on each console and see which appeals to you most.""","b""I'd be wary of any CNN articles surrounding the PS3. Given the business relationship between Sony and CNN, I'd take everything that CNN has to say about Sony products with a grain of salt. Likewise, I'd do the same for any MSNBC article about the Xbox 360. \n\nWith that particular article mentioned in the previous answer, please note that CNN issued a retraction on some of the information that was provided regarding the costs of the PS3 (See the bottom of the article). This casts doubt on the integrity of some of the other facts mentioned.\n\nHere's an article about some of the best reasons to get an Xbox 360: \n\nhttp://xbox360.ign.com/articles/668/668897p1.html\n\nand here's one from the same site that gives you the  best reasons to wait for the PS3:\n\nhttp://ps3.ign.com/articles/668/668446p1.html\n\nIn truth, I wouldn't suggest following any one person's recommendations. I'd do the research on each console and see which appeals to you most.""","b""Here's an article from CNN that talks about why you should wait and get a ps3\n\nhttp://money.cnn.com/2005/11/21/technology/playstation_fortune_112805/""",None,None,None,None,None,None,None,None
b'Why is the sky blue?',,"b'The sky is blue due to atmospheric scattering of blue light. Blue photons are the most energetic of the visible light photos, and interact more with the atmosphere as a result. To be clear, all colors get scattered, it s just that blue is affected the most because of it is more energetic.   A related effect happens around sunset. At this time of day, sunlight needs to travel through significantly more air to reach your eyes. The length of air is so long that nearly all the blue and green is scattered away before it reaches you. All that is left is yellows, oranges and reds, some of which reaches your eyes, and the rest scattered in the sky within your view.'","b'The sky is blue due to atmospheric scattering of blue light. Blue photons are the most energetic of the visible light photos, and interact more with the atmosphere as a result. To be clear, all colors get scattered, it s just that blue is affected the most because of it is more energetic.   A related effect happens around sunset. At this time of day, sunlight needs to travel through significantly more air to reach your eyes. The length of air is so long that nearly all the blue and green is scattered away before it reaches you. All that is left is yellows, oranges and reds, some of which reaches your eyes, and the rest scattered in the sky within your view.'",b'because molecules in the air scatter blue light from the sun more than they scatter red light.  <br />\n<br />\ncheck out these sites for more...',None,None,None,None,None,None,None,None
b'who is john galt?',,"b'John Galt is the protagonist of Ayn Rand\'s novel ""Atlas Shrugged.""  Understanding who John Galt is and what he stands for is the point of the novel.'","b'John Galt is the protagonist of Ayn Rand\'s novel ""Atlas Shrugged.""  Understanding who John Galt is and what he stands for is the point of the novel.'","b'John Galt (May 2, 1779 \xe2\x80\x93 April 11, 1839) was a Scottish novelist, best known for novels of Scottish Country life.\n\nRead more from the sources below.'",None,None,None,None,None,None,None,None
b'Is it OK to buy a used Home Theater system?',"b""I'm by no means an audiophile, but would like a decent home theater sound system.  What do i need to look out for when buying a used system?  I don't want to invest in a dead technology.  At a minimum, what should I look for?""","b""At a minimum you want 5.1 audio with both DTS and Dolby Digital support.  Beyond that you see diminishing returns, as there's a HUGE leap between Dolby Pro Logic and Dolby Digital sound.  Essentially the 5.1 means there are 5 independent full range channels with a completely independent LFE (low frequency effects) channel.  \n\nThe difference between DTS and Dolby Digital are subtle at best, theoretically DTS is a less compressed format with higher resolution but in the end it comes down the the sound engineering behind the tracks for each individual movie.  However, it's now virtually standard on all receivers and there are many DTS encoded dvds now.\n\nThere are a few newer standards like Dolby Digital EX and DTS-ES which add an extra center channel or two to the rear, but in my opinion the extra cost of the speakers is better spent on building a solid 5 speaker (+ subwoofer) system.  Also, in the home placing a rear center channel is problematic and in my opinion more trouble than it's worth.  If you can get a higher end and better built (but older) 5.1 receiver, that's a much better use of your money than a lower end 7.1 system.  Also, the new formats are completely backward compatible with the older ones, so there are no compatibility issues with older gear.\n\nThe 5.1 standards have been out for about 10 years now, but there are no real breakthroughs on the home theater front.  The only thing that I would recommend in terms of future proofing is a set of 5.1 channel inputs on your receiver for an external decoder, though at this point I don't know what that new audio standard would be.\n\nI haven't really mentioned the high def audio formats like SACD or DVD Audio because there isn't a lot of media and to truly take advantage of the better sound you'd have to make a BIG investment in speakers and improving the acoustics of your room.\n\nFor speakers, definitely don't skimp.  My favorite brands (bang for the buck) are Paradigm, PSB, and Energy.  Energy has a sub/sat line called the Take 5 which is all the speakers + subwoofer you need for around $700.  There is a newer model called act6 which is around $800 and is quite good.  In terms of receivers, Denon is good all around, and Yamaha makes good receivers towards the high end. Onkyo is also good. Sony is not great.  Lots of features and nice looking gear but sonically not as good as Denon, Onkyo, or the nicer Yamahas.  When in doubt, see if the receiver is made in Japan.  Usually the Japanese brands reserve their higher spec gear from the Japanese plants.  There is plenty of good stuff which is not made there, but if it is you're in good shape.\n\nI have a Yamaha RXV-2095 which I bought in 1999 and I feel like I have no reason to upgrade for the next few years.  It's a solid receiver with lots of clean amplification.\n\nAlso, if five speakers is a lot of scratch, you can still have great home theater with just the 3 front speakers and a subwoofer.""","b""At a minimum you want 5.1 audio with both DTS and Dolby Digital support.  Beyond that you see diminishing returns, as there's a HUGE leap between Dolby Pro Logic and Dolby Digital sound.  Essentially the 5.1 means there are 5 independent full range channels with a completely independent LFE (low frequency effects) channel.  \n\nThe difference between DTS and Dolby Digital are subtle at best, theoretically DTS is a less compressed format with higher resolution but in the end it comes down the the sound engineering behind the tracks for each individual movie.  However, it's now virtually standard on all receivers and there are many DTS encoded dvds now.\n\nThere are a few newer standards like Dolby Digital EX and DTS-ES which add an extra center channel or two to the rear, but in my opinion the extra cost of the speakers is better spent on building a solid 5 speaker (+ subwoofer) system.  Also, in the home placing a rear center channel is problematic and in my opinion more trouble than it's worth.  If you can get a higher end and better built (but older) 5.1 receiver, that's a much better use of your money than a lower end 7.1 system.  Also, the new formats are completely backward compatible with the older ones, so there are no compatibility issues with older gear.\n\nThe 5.1 standards have been out for about 10 years now, but there are no real breakthroughs on the home theater front.  The only thing that I would recommend in terms of future proofing is a set of 5.1 channel inputs on your receiver for an external decoder, though at this point I don't know what that new audio standard would be.\n\nI haven't really mentioned the high def audio formats like SACD or DVD Audio because there isn't a lot of media and to truly take advantage of the better sound you'd have to make a BIG investment in speakers and improving the acoustics of your room.\n\nFor speakers, definitely don't skimp.  My favorite brands (bang for the buck) are Paradigm, PSB, and Energy.  Energy has a sub/sat line called the Take 5 which is all the speakers + subwoofer you need for around $700.  There is a newer model called act6 which is around $800 and is quite good.  In terms of receivers, Denon is good all around, and Yamaha makes good receivers towards the high end. Onkyo is also good. Sony is not great.  Lots of features and nice looking gear but sonically not as good as Denon, Onkyo, or the nicer Yamahas.  When in doubt, see if the receiver is made in Japan.  Usually the Japanese brands reserve their higher spec gear from the Japanese plants.  There is plenty of good stuff which is not made there, but if it is you're in good shape.\n\nI have a Yamaha RXV-2095 which I bought in 1999 and I feel like I have no reason to upgrade for the next few years.  It's a solid receiver with lots of clean amplification.\n\nAlso, if five speakers is a lot of scratch, you can still have great home theater with just the 3 front speakers and a subwoofer.""",None,None,None,None,None,None,None,None,None
b'What are the major differences between the Prius and the Civic Hybrid?',b'Is one better than the other?',"b'Depends on the kind of driving you do.  There are two types of hybrid systems, parallel and series.  A parallel hybrid, like the Toyota and Ford systems, employs a separate electric motor and gas engine,connected in parallel to the wheels.  Systems like these tend to be better for city driving, and this is usually reflected in the higher EPA city ratings for parallel hybrids.  Parallel hybrids have, until very recently, been the only system that allows independent operation of the electric and gas motors, where the car can operate in pure electric mode at low speeds when the battery has a good charge.\n\nThe Honda employs a series hybrid where the motor is integrated into the transmission and is connected in series to the drive wheels.  These systems typically offer better highway mileage than parallel hybrids but slightly worse around town.  Also typical with these systems is the inability to run the car in pure electric mode, though this has changed with the 2006 Civic Hybrid.\n\nWhile the Prius has been the state of the art in hybrid technology, it is my opinion that the new 2006 Civic Hybrid is the superior vehicle.  It was designed from the ground up with the Prius as a benchmark, and the designers have hit their mark.\n\nI think the Civic will end up being a better driving experience.  The platform was engineered to be the basis for the next generation of Honda vehicles, and the 2006 Civic Si, also based on the same platform, is considered to be the best in its class.  The hybrid shares the same basic suspension as the Si, and will undoubtedly be compatible with the multitude of aftermarket suspension upgrades which will become available shortly for the 2006 civic.'","b'Depends on the kind of driving you do.  There are two types of hybrid systems, parallel and series.  A parallel hybrid, like the Toyota and Ford systems, employs a separate electric motor and gas engine,connected in parallel to the wheels.  Systems like these tend to be better for city driving, and this is usually reflected in the higher EPA city ratings for parallel hybrids.  Parallel hybrids have, until very recently, been the only system that allows independent operation of the electric and gas motors, where the car can operate in pure electric mode at low speeds when the battery has a good charge.\n\nThe Honda employs a series hybrid where the motor is integrated into the transmission and is connected in series to the drive wheels.  These systems typically offer better highway mileage than parallel hybrids but slightly worse around town.  Also typical with these systems is the inability to run the car in pure electric mode, though this has changed with the 2006 Civic Hybrid.\n\nWhile the Prius has been the state of the art in hybrid technology, it is my opinion that the new 2006 Civic Hybrid is the superior vehicle.  It was designed from the ground up with the Prius as a benchmark, and the designers have hit their mark.\n\nI think the Civic will end up being a better driving experience.  The platform was engineered to be the basis for the next generation of Honda vehicles, and the 2006 Civic Si, also based on the same platform, is considered to be the best in its class.  The hybrid shares the same basic suspension as the Si, and will undoubtedly be compatible with the multitude of aftermarket suspension upgrades which will become available shortly for the 2006 civic.'","b'Not to discount the technical differences between the two cars, but here are your peer groups.\n\nPrius - Cameron Diaz\nCivic - sensible legal assistant'","b'I test drove both cars, and decided to go for a Prius. Main differences I cared about were:\n- Prius is hatchback, Civic is not\n- Prius rear seat folds back. On the Civic the battery is mounted to the rear seats, so they can not be folded back\n- Prius seems quieter. I love the ""on"" button, whereas the Civic starts like a regular car\n- Prius is much roomier on the inside (both passenger space and trunk space)\n- Prius feels like a car that was designed to be hybrid, Civic feels like a car that was retrofitted to become a hybrid\n- Prius gets better gas mileage for city driving (same for freeway)'",None,None,None,None,None,None,None
b'What are the places to see while in Perth?',,"b'Fremantle and it\'s pubs/clubs,\nCottesloe Beach (with a pub at the beach),\nKings Park (on the Swan River),\nThe Quokkas on Rottnest Island,\nThe Pinnacles at Nanbung national park,\nA ""Sunday session"" at the North Shore or Cottesloe,\nA night in Northbridge,\nMargaret River (to the south),\nKalbarri (a long way to the north),\nMonkey Mia (even more of a long way to the north),\nand lastly if you\'re interested in WA\'s goldmining history a 1 hour flight to Kalgoorlie is worth thinking about.\n\nYou\'ll find these and other things to do and see at:\nhttp://www.westernaustralia.com/en/\n\nUpdate: Since you have extended the deadline on this question, maybe you should add some more detail about the type of things you are looking to do in Perth.'","b'Fremantle and it\'s pubs/clubs,\nCottesloe Beach (with a pub at the beach),\nKings Park (on the Swan River),\nThe Quokkas on Rottnest Island,\nThe Pinnacles at Nanbung national park,\nA ""Sunday session"" at the North Shore or Cottesloe,\nA night in Northbridge,\nMargaret River (to the south),\nKalbarri (a long way to the north),\nMonkey Mia (even more of a long way to the north),\nand lastly if you\'re interested in WA\'s goldmining history a 1 hour flight to Kalgoorlie is worth thinking about.\n\nYou\'ll find these and other things to do and see at:\nhttp://www.westernaustralia.com/en/\n\nUpdate: Since you have extended the deadline on this question, maybe you should add some more detail about the type of things you are looking to do in Perth.'","b'Fremantle and it\'s pubs/clubs,\nCottesloe Beach (with a pub at the beach),\nKings Park (on the Swan River),\nThe Quokkas on Rottnest Island,\nThe Pinnacles at Nanbung national park,\nA ""Sunday session"" at the North Shore or Cottesloe,\nA night in Northbridge,\nMargaret River (to the south),\nKalbarri (a long way to the north),\nMonkey Mia (even more of a long way to the north'",None,None,None,None,None,None,None,None
b'What is the difference between a Cable or DSL modem?',,b'Cable runs through a digital cable line while DSL uses the phone line.  \n\nBoth are faster than dial-up.\n\nMore info:\n\nhttp://www.cablemodemhelp.com/compare.htm',b'Cable runs through a digital cable line while DSL uses the phone line.  \n\nBoth are faster than dial-up.\n\nMore info:\n\nhttp://www.cablemodemhelp.com/compare.htm',"b""Both are devices that connect to your computer's ethernet port.  A cable modem connects to cable wires while DSL connects to your phone jack.""",None,None,None,None,None,None,None,None
b'Is it normal for dogs to groan?',"b""She's healthy so why?""","b""She's definitely healthy!  There are all kinds of reasons why your dog is groaning.  Dogs groan because they're in pain or afraid (soft groan), excited (gasping), wanting something (continuous groaning), communicating with others (howling), or just sighing of boredom or disappointment.  If you're worried that she's groaning because she's in pain or there could be something wrong, take her to her vet -- someone I'm sure would be able to figure out what's so upsetting to her.  Best,<br />\n<br />\n`k.""","b""She's definitely healthy!  There are all kinds of reasons why your dog is groaning.  Dogs groan because they're in pain or afraid (soft groan), excited (gasping), wanting something (continuous groaning), communicating with others (howling), or just sighing of boredom or disappointment.  If you're worried that she's groaning because she's in pain or there could be something wrong, take her to her vet -- someone I'm sure would be able to figure out what's so upsetting to her.  Best,<br />\n<br />\n`k.""","b""What breed is she? My pug groans all the time-- that's just the way she communicates!""",None,None,None,None,None,None,None,None
