subject,content,bestanswer,ans0,ans1,ans2,ans3,ans4,ans5,ans6,ans7,ans8,ans9
b'What sea creature sleeps with one eye open?',,b'Dolphins.',b'Dolphins.',"b""Birds can sleep with one eye open. This means that half the brain is asleep and the other half is awake. This gives them the ability to watch for enemies and still catch up on their sleep. Birds aren't the only creatures with this ability. Dolphins and seals can swim while asleep.\n\nHuman beings also have a vestige of this ability. It shows up in sleep disorders such as sleepwalking.""",None,None,None,None,None,None,None,None
b'Can you recommend a good preschool with childcare around Philly?',,"b""I 100% recommend Summit Children's Progam.  They are at 6757 Greene Street Philadelphia 19119.  (It's Mount Airy, one block off Lincoln Drive) Their number is 215-848-4451. They have a well-structured instructional program.  My three-year has been with them for a year and she already knows how to write her name and count to 15 in spanish. Every morning she is excited about going to school and seeing her friends. \n\nWe found Summit through our pediatrician.  You can also visit Child Care Aware's website. They have good information about locating quality child care in your community.\n\nGood luck.\n\nSharmil McKee\nwww.mckeelegal.com""","b""I 100% recommend Summit Children's Progam.  They are at 6757 Greene Street Philadelphia 19119.  (It's Mount Airy, one block off Lincoln Drive) Their number is 215-848-4451. They have a well-structured instructional program.  My three-year has been with them for a year and she already knows how to write her name and count to 15 in spanish. Every morning she is excited about going to school and seeing her friends. \n\nWe found Summit through our pediatrician.  You can also visit Child Care Aware's website. They have good information about locating quality child care in your community.\n\nGood luck.\n\nSharmil McKee\nwww.mckeelegal.com""","b'No, but if you visit Florida, you can hire a babysitter from a bonded and insured agency, 888-609-8979.'",None,None,None,None,None,None,None,None
"b""What was Green Day's first official band name?""",,"b'Sweet Children,  featuring Billie Joe Armstrong on lead vocals,  Mike Dirnt on bass and backing vocals, and John Kiffmeyer (a.k.a. Al Sobrante), on drums. That was in 1988. Al Sobrante left and Tre Cool joined in 1990.'","b'Sweet Children,  featuring Billie Joe Armstrong on lead vocals,  Mike Dirnt on bass and backing vocals, and John Kiffmeyer (a.k.a. Al Sobrante), on drums. That was in 1988. Al Sobrante left and Tre Cool joined in 1990.'","b""In 1987, Billie Joe, Mike and John formed the band Sweet Children.  It's now known as the Green Day.""",None,None,None,None,None,None,None,None
"b""What do you think is the single most important event of a High Schooler's life?""",,"b""I think it's receiving your college acceptance letters. It's a reflection of the fruits of your labor.""","b""I think it's receiving your college acceptance letters. It's a reflection of the fruits of your labor.""","b'I would vote for - first sex.     but if you limit the question to school related, them I  think that first day in high school'",None,None,None,None,None,None,None,None
b'What ever happened to Ask Jeeves??? Was those questions answered by real people also?',,b'Ask Jeeves is still around. They recently renamed it as ask.com. It has been recently bought by InterActiveCorp  which also owns match.com.\nAFAIK Ask Jeeves questions are not answered by real people. There are sure some editotial stuff on its database.',b'Ask Jeeves is still around. They recently renamed it as ask.com. It has been recently bought by InterActiveCorp  which also owns match.com.\nAFAIK Ask Jeeves questions are not answered by real people. There are sure some editotial stuff on its database.',"b'Initially, they had a stored database of questions answered by real people, and when you searched, they would match your query against the database.  (In fact, there was an intermediate result step where they\'d ask whether a given question was the one you wanted answered.)\n\nIn 2001, they bought a search engine company called Teoma, and since then have focused on ""regular"" searches rather than question answering.\n\nAs noted in another answer, they were recently acquired by IAC/InterActive, the same company that owns Match.com, Citysearch, Evite, and Ticketmaster.'",b'Its just a regualr search engine like Yahoo search or google.\nI guess initially they were targetting to search based on natural lang questions rather than keywords like today.',None,None,None,None,None,None,None
b'What is the most expensive wine and hard-liquor in the world?',,"b'The most expensive wine sold in auction is the 1787 Chateau Lafite for $160,000 in 1985.  The most expensive yet still drinkable wine would likely be the 1945 Mouton Rothschild.  The most expensive wine that was almost drunk was a 1787 Chateau Margaux that was asking $500,000 but was broken and fetched $250,000 from an insurance claim.\n\nFor the most expensive wines retailing now, consult the Wine Spectator magazine or winespectator.com.'","b'The most expensive wine sold in auction is the 1787 Chateau Lafite for $160,000 in 1985.  The most expensive yet still drinkable wine would likely be the 1945 Mouton Rothschild.  The most expensive wine that was almost drunk was a 1787 Chateau Margaux that was asking $500,000 but was broken and fetched $250,000 from an insurance claim.\n\nFor the most expensive wines retailing now, consult the Wine Spectator magazine or winespectator.com.'",None,None,None,None,None,None,None,None,None
b'what are the factors that divide your family?',,"b""Some common themes are favortism, competition, money, guilt.\n\nIn my case, I have an uncle who is a pathological liar and thief, and put my parents into bankruptcy because he stole from us and used my dad's identity to purchase cars and other large-ticket items and then didn't make the payments. He's now living in China because apparently he bilked some other people here in the states and they were starting to investigate him.""","b""Some common themes are favortism, competition, money, guilt.\n\nIn my case, I have an uncle who is a pathological liar and thief, and put my parents into bankruptcy because he stole from us and used my dad's identity to purchase cars and other large-ticket items and then didn't make the payments. He's now living in China because apparently he bilked some other people here in the states and they were starting to investigate him.""",None,None,None,None,None,None,None,None,None
b'Did the steep hike in gas prices contribute to the Oil companies high profits?',,"b'Yes Definetly.For upstream companies high prices of crude oil contribute a lot towards high profits and for downstream companies,it is the difference between the price of crude oil and retail price of gasoline.'","b'Yes Definetly.For upstream companies high prices of crude oil contribute a lot towards high profits and for downstream companies,it is the difference between the price of crude oil and retail price of gasoline.'",b'yup- lookat their stocks',None,None,None,None,None,None,None,None
b'Do women expect a kiss on the first date?',,"b""It depends on the girl, the date, and how much you like each other. Just go with the flow and do what feels right. And don't think about it too much.""","b""It depends on the girl, the date, and how much you like each other. Just go with the flow and do what feels right. And don't think about it too much.""","b""If the girl is attracted to the guy, yes.  If she's not, she won't even think about getting a goodbye kiss.""",None,None,None,None,None,None,None,None
b'What should you do when you apply to a university and you get put on a waiting list?',,"b""Don't panic, sometimes they'll tuck you in at the last minute.  Also, if you really need to get into that particular university, you need to wait it out.  Or you can attempt to dig out some additional proof of how wonderful you are and beg/cajole to re-apply.  No matter what happens, ensure you have at least another university to fall back on.""","b""Don't panic, sometimes they'll tuck you in at the last minute.  Also, if you really need to get into that particular university, you need to wait it out.  Or you can attempt to dig out some additional proof of how wonderful you are and beg/cajole to re-apply.  No matter what happens, ensure you have at least another university to fall back on.""","b'Talk to the admissions officer and find out if you can improve your chance of getting in; be polite but persistent, and do not pester.'",None,None,None,None,None,None,None,None
b'What is the easiest way to enter to win a Lenovo ThinkPad Z60t Laptop?',,"b""By signing onto Yahoo! Q&A and begining to actively ask and answer questions. But you'll have to beat  my Level 5 rating. :)""","b""By signing onto Yahoo! Q&A and begining to actively ask and answer questions. But you'll have to beat  my Level 5 rating. :)""",None,None,None,None,None,None,None,None,None
b'how many pints in a gallon?',,b'2 pints in a quart.\n4 quarts in a gallon.\n\n8 pints in a gallon.',b'2 pints in a quart.\n4 quarts in a gallon.\n\n8 pints in a gallon.',"b'You can also use a Yahoo shortcut:\n\n""convert 1 gallons to pints"" in Y! search.\n\nCurrently it doesn\'t understand singular units so ""convert 1 gallon to pints"" does not work but I am working on it.  See the link below for an example.'",None,None,None,None,None,None,None,None
b'Why is the voltage ratinging always a multiple of 11 ?',"b'For household we have 110 V, 220 V.\nFor high voltage lines: 11 KV, 22 KV , 33 KV etc.'","b'110 Volts is nominal and may vary when measured by a voltmeter.  That said, power is supplied using sets of three separate parallel wires that you can see up on most power poles.  The very high voltage there is stepped down using a transformer to supply most houses and businesses with a usable lower voltage.  The voltage between any one of the three wires to ground in a house is 110 Volts for example to light a light bulb.  The voltage between any two wires is 220 Volts and is used for example to power a clothes dryer or kitchen range.  Houses do not use all three wires.  A machine shop may power a large motor by connecting all three wires (in a delta or Y configuration) to obtain 440 Volts.  Therefore the progression of 110, 220, and 440 Volts stems from the use of single, two and three-phase wiring circuits.  Electrical power is conducted cross-country at very high voltages using high tension lines strung in sets of three wires or phases which produces the multiple of 11 you mention.  Incidentally there may be an additional single wire above all the rest to arrest lightning strikes.'","b'110 Volts is nominal and may vary when measured by a voltmeter.  That said, power is supplied using sets of three separate parallel wires that you can see up on most power poles.  The very high voltage there is stepped down using a transformer to supply most houses and businesses with a usable lower voltage.  The voltage between any one of the three wires to ground in a house is 110 Volts for example to light a light bulb.  The voltage between any two wires is 220 Volts and is used for example to power a clothes dryer or kitchen range.  Houses do not use all three wires.  A machine shop may power a large motor by connecting all three wires (in a delta or Y configuration) to obtain 440 Volts.  Therefore the progression of 110, 220, and 440 Volts stems from the use of single, two and three-phase wiring circuits.  Electrical power is conducted cross-country at very high voltages using high tension lines strung in sets of three wires or phases which produces the multiple of 11 you mention.  Incidentally there may be an additional single wire above all the rest to arrest lightning strikes.'","b'They are multiples of each other because it is easier to do the math on the step-down transformers.  The basic number for the voltage, however, was arbitrary.'",None,None,None,None,None,None,None,None
b'What can I make from left over egg whites?',"b""I'm making 3 flans and I just need the yolk.  I don't know what to do with the egg whites and don't want to waste them.""","b'Macaroons and Angel Food cake are popular egg white uses.\n\nAlternately, you can freeze your egg whites for later:\nhttp://mylittlekitchen.blogspot.com/2005/03/did-you-know.html'","b'Macaroons and Angel Food cake are popular egg white uses.\n\nAlternately, you can freeze your egg whites for later:\nhttp://mylittlekitchen.blogspot.com/2005/03/did-you-know.html'","b'My favorite thing would be to make chocolate- coconut macaroons. Here is an easy and very yummy recipe (courtesy of David Lebovitz, who used to be a pastry chef @ Chez Panisse):\n\nCoconut and Chocolate Macaroons\n30 Cookies\n\n4 large egg whites\n1\xc2\xbc cups sugar\n\xc2\xbc teaspoon salt\n1 tablespoon honey\n2\xc2\xbd cups unsweetened coconut (see note)\n\xc2\xbc cup flour\n\xc2\xbd teaspoon vanilla extract\n2 ounces bittersweet or semisweet chocolate, chopped\n\nIn a large skillet, mix together the egg whites, sugar, salt, honey, coconut and flour.\n\nHeat over low-to-moderate heat on the stovetop, stirring constantly, scraping the bottom as you stir.\n\nWhen the mixture just begins to scorch at the bottom, remove from heat and stir in the vanilla. Transfer to a bowl to cool to room temperature.\n\n(At this point, the mixture can be chilled for up to one week, or frozen for up to two months.)\n\nWhen ready to bake, line a baking sheet with parchment paper or Silpat and preheat the oven to 350 degrees F.\n\nForm the dough into 1 1/2-inch mounds with your fingers evenly spaced on the baking sheet. Bake for 18-20 minutes, until deep golden brown. Cool completely.\n\nTo dip the macaroons in chocolate, melt the chocolate in a clean, dry bowl set over a pan of simmering water (or in a microwave.) Line a baking sheet with plastic wrap. Dip the bottoms of each cookie in the chocolate and set the cookies on the baking sheet. Refrigerate 5-10 minutes, until the chocolate is set.'","b""You could either make meringue or make yourself some scrambled egg white and that's healthy :)""","b'You can do some meringue :\n\n4 egg whites\n250 g sugar\n\nPut the whites and sugar in a bowl, and the bowl into a bigger bowl with hot (almost boiling) water.\nStir until it is very white and firm.\nTake the smaller bowl out of the bigger one, and stir fast the egg white 10 more minutes.\nForm little subject such as stars or mushroms with the paste.\nCook 15min in owen (130 \xc2\xb0C).\nThe meringues should stay white.\n\nIf you want you can add cocoa to your meringues.'","b""Meringue kisses.  If you've never had them, they are delicious crispy confections made mostly from egg whites, sugar, and vanilla.""",None,None,None,None,None
"b""What's the best prog. language to learn? What's the easiest to get into?""",,"b""If you want to make a career on computer science or engineering, take C++/C and nothing else at first. Other languages  -- like Java -- will hide several key concepts that are very important to have an understanding. Later you should also learn at least half a dozen other languages, including some assembly , lisp (or other functional language, like haske?), prolog and a scripting language.\n\nIf you are just casually learning a programming language, the best will depend on what you want to do: \n\nFor web pages, you should learn a little bit of HTML, javascript and then PHP. Don't try to learn all of them at first, just enough to get you first pages going, and then learn as you need.\n\nIf you want to do some data manipulation, or simple calculations, or windows in the unix (linux) world, learn python.\n\nFinally, if you want to play with windows in MS Windows, learn VisualBasic.\n\nMost important: after you choose a language to learn, be curious, try out stuff, and you'll learn in no time at all ;)""","b""If you want to make a career on computer science or engineering, take C++/C and nothing else at first. Other languages  -- like Java -- will hide several key concepts that are very important to have an understanding. Later you should also learn at least half a dozen other languages, including some assembly , lisp (or other functional language, like haske?), prolog and a scripting language.\n\nIf you are just casually learning a programming language, the best will depend on what you want to do: \n\nFor web pages, you should learn a little bit of HTML, javascript and then PHP. Don't try to learn all of them at first, just enough to get you first pages going, and then learn as you need.\n\nIf you want to do some data manipulation, or simple calculations, or windows in the unix (linux) world, learn python.\n\nFinally, if you want to play with windows in MS Windows, learn VisualBasic.\n\nMost important: after you choose a language to learn, be curious, try out stuff, and you'll learn in no time at all ;)""","b""I actually think Javascript is a reasonably good way to get started.  It's fairly easy to get started with and has many things in common with the more serious languages.  Also, it has that whole 'instant gratification' thing going for it too.  (learning html will probably have to be part of this process too)""","b'It depends on what you are trying to achieve.\n\nIf you are trying to get a solid foundation for computer science, C is the best. (C++ is effectively C plus some stuff you won\'t understand right away anyway.) With a solid introductory background in C, you will be well equipped to learn more complex languages (C++ and others), with a decent understanding of how the machine actually operates. As a bonus, it is still extremely common and shows no sign of going away.\n\nIf you just want to get ""into programming"" but are relatively serious about what you want to accomplish, Java is a good starting point. Note that the higher level of abstraction can hinder a solid understanding of what is happening under the hood, but this is OK if you are not planning on serious software engineering. Java is good at allowing you to build something useful relatively quickly, and it\'s powerful enough to remain useful even after you move past the novice stage.\n\nThe most important thing to do is to find a decent course (preferred) or book (in a pinch) that provides a structured, incremental introduction. There is no way that you will be able to make progress from square one unless you have a well-planned curriculum that exposes you to concepts one-by-one, while providing you a sense of accomplishment along the way.\n\nIf you\'re just curious, I wouldn\'t bother actually learning a language. Programming is intrinsically a tedious, time-intensive process best left to those who find it enjoyable. You\'d be better off finding a general interest book that explains concepts of computer programming.'","b'It depends on what you want to do.  HTML is easy to learn, but not really a programming language.  By learning HTML you will get a sense of how computers translate text into a webpage, but not really any knowledge or understanding of control statements, compilation, or objects, which are all fairly important in most modern programming languages.    If I wanted to learn programming, I would probably start with Java or VB.  They both shield the user from potentially painful memory allocation problems and allow you to create useful applications once you learn the basics.  Also, there are many ""learn Java"" and ""learn VB"" books out there.  I would probably suggest Java since the free development environments are very user friendly (like Eclipse 3.1) and have lots of user support out there.      However, if you\'re only interested in web development, HTML, JavaScript, and DHTML are the technologies you should cut your teeth on.  Understanding those things will segue well into PHP or JSP, where you can develop highly functional web applications that take advantage of database driven content.'","b'The easiest one to learn is probably HTML. If you use a program like Homesite or Dreamweaver to build a web site, you can see the code change as you add images, text, tables, etc. This helps you learn it faster.'",None,None,None,None,None
b'Are single drivers of hybrid vehicles allowed to use the carpool lanes in California?',,"b'Yes, with a special sticker.\n\nWith the passage of the Federal Transportation bill on August 10, 2005 and Assembly Bill 2628 (AB 2628) on September 23, 2004, qualified single-occupancy hybrid vehicles are now permitted to use dedicated High-Occupancy Vehicle (HOV) lanes in the Bay Area during designated carpool hours, if these vehicles display the distinctive stickers issued by the Department of Motor Vehicles.\n\nYou must pay for Bay Area bridge tolls using FasTrak.'","b'Yes, with a special sticker.\n\nWith the passage of the Federal Transportation bill on August 10, 2005 and Assembly Bill 2628 (AB 2628) on September 23, 2004, qualified single-occupancy hybrid vehicles are now permitted to use dedicated High-Occupancy Vehicle (HOV) lanes in the Bay Area during designated carpool hours, if these vehicles display the distinctive stickers issued by the Department of Motor Vehicles.\n\nYou must pay for Bay Area bridge tolls using FasTrak.'","b'Not all hybrids are eligible, be sure to check the links that were previously posted to make sure the car you drive/want is allowed.'",b'Yes. Here is more info: http://www.dmv.ca.gov/pubs/newsrel/2005-08.htm',None,None,None,None,None,None,None
b'What does a supercharged kompressor mean?',,"b'The Kompressor is german for ""supercharger""  but ""supercharged kompressor"" is not the official phrase.  You can use one or the other interchangably.  Mercedes uses Kompressor because it is German.<br />\n<br />\nA supercharger increases horsepower by forcing more air into the engine.  With more air, you have more oxygen.  With more oxygen you can either burn more fuel and/or burn the fuel more efficiently, which results in more power.  That is why the C230 makes more power with a smaller engine than the C240.  There are a few other benefits to the supercharger.  In high altitudes, supercharged cars are less prone to power loss from the thin air.  They are slightly more complex and fuel economy takes a small hit but most modern cars including the benz automatically disconnect the supercharger when it\'s not being used.  Relability wise it\'s a wash between an SC and having two more cylinders to break (like the C240).'","b'The Kompressor is german for ""supercharger""  but ""supercharged kompressor"" is not the official phrase.  You can use one or the other interchangably.  Mercedes uses Kompressor because it is German.<br />\n<br />\nA supercharger increases horsepower by forcing more air into the engine.  With more air, you have more oxygen.  With more oxygen you can either burn more fuel and/or burn the fuel more efficiently, which results in more power.  That is why the C230 makes more power with a smaller engine than the C240.  There are a few other benefits to the supercharger.  In high altitudes, supercharged cars are less prone to power loss from the thin air.  They are slightly more complex and fuel economy takes a small hit but most modern cars including the benz automatically disconnect the supercharger when it\'s not being used.  Relability wise it\'s a wash between an SC and having two more cylinders to break (like the C240).'",None,None,None,None,None,None,None,None,None
b'Any tips on travelling with a toddler on long flights?',b'I have a long journey planned on my next vacation with my 1.5 year old. A fourteen hour flight followed by layover and then a 6-7 hour. We did not opt for an exclusive seat for him either. Any tips?',"b'Here are a couple of tips from our own experience:\n\n1. most importantly: call the airline and try to get a bassinette, and at least one seat next to it(that\'s the crib that attaches to the wall in front of the bulk head seats). the bassinette itself will probably be too small for your child to actually sleep in, but will hold all the extra stuff that comes along with a toddler. moreover, the extra leg room will give your toddler more space to play that is NOT your lap or the aisle...\nnote: bulk head seats are usually booked first because there\'s more leg room there, but parents with infants on-lap (younger than 2 years) have priority to these seats on most airlines. if you can\'t book the seat in advance, don\'t dispair - you can still get it upon check in: come in early and insist on it! \n2. try to keep the child\'s routine as close to normal as possible. keep meal times and nap times as close as you can to your ""home time"". bring small packs of favorite foods and snacks with you, as plane food is not likely to top your kids list... you can heat up baby food by putting the container in a small cup filled with a half-inch to an inch of boiling water and stirring the contents. ""Gerber"" containers fit perfectly, or you could use the small, round, 4-oz disposable plastic containers (like ""Glad"" or such) which also fit in the coffee cups provided on airplanes.\n3. of course, if your child has a favorite toy, stuffed animal, blankie etc., have it with you on board.\n4. get a bunch of new, real-cheap little toys that you wouldn\'t mind losing / throwing away by the end of the trip. introduce a new one every hour or so -- it\'ll buy you precious time! i\'d put under this category also some little arts & crafts items, like stickers and crayons.\n5. have at least two full changes of baby clothes and lots of extra diapers with you, as well as a small ""baby-bath travel kit"", just in case your layover gets extended, your suitecases go astray, and so on... i\'d also take an extra shirt for mom and dad, for any unfortunate accidents.\n6. on the plane, don\'t be shy - let baby run up and down the isles. fighting it won\'t help anyway, and the excersize is good for you both ;-) plus, the more energy they spend, the more likely they are to fall asleep at some point...\n7. talk to your pediatritian about baby-safe antihistamines - a small dosage may be all the help baby needs to get drowsy and sleep better when they\'re already over-tired, but the strange environment won\'t let them fall asleep...\n8. take a deep breath, and remind yourself that, as hard as this one day may be, it\'s only one day of travel, and it, too, shall pass!\n\ngood luck! :)'","b'Here are a couple of tips from our own experience:\n\n1. most importantly: call the airline and try to get a bassinette, and at least one seat next to it(that\'s the crib that attaches to the wall in front of the bulk head seats). the bassinette itself will probably be too small for your child to actually sleep in, but will hold all the extra stuff that comes along with a toddler. moreover, the extra leg room will give your toddler more space to play that is NOT your lap or the aisle...\nnote: bulk head seats are usually booked first because there\'s more leg room there, but parents with infants on-lap (younger than 2 years) have priority to these seats on most airlines. if you can\'t book the seat in advance, don\'t dispair - you can still get it upon check in: come in early and insist on it! \n2. try to keep the child\'s routine as close to normal as possible. keep meal times and nap times as close as you can to your ""home time"". bring small packs of favorite foods and snacks with you, as plane food is not likely to top your kids list... you can heat up baby food by putting the container in a small cup filled with a half-inch to an inch of boiling water and stirring the contents. ""Gerber"" containers fit perfectly, or you could use the small, round, 4-oz disposable plastic containers (like ""Glad"" or such) which also fit in the coffee cups provided on airplanes.\n3. of course, if your child has a favorite toy, stuffed animal, blankie etc., have it with you on board.\n4. get a bunch of new, real-cheap little toys that you wouldn\'t mind losing / throwing away by the end of the trip. introduce a new one every hour or so -- it\'ll buy you precious time! i\'d put under this category also some little arts & crafts items, like stickers and crayons.\n5. have at least two full changes of baby clothes and lots of extra diapers with you, as well as a small ""baby-bath travel kit"", just in case your layover gets extended, your suitecases go astray, and so on... i\'d also take an extra shirt for mom and dad, for any unfortunate accidents.\n6. on the plane, don\'t be shy - let baby run up and down the isles. fighting it won\'t help anyway, and the excersize is good for you both ;-) plus, the more energy they spend, the more likely they are to fall asleep at some point...\n7. talk to your pediatritian about baby-safe antihistamines - a small dosage may be all the help baby needs to get drowsy and sleep better when they\'re already over-tired, but the strange environment won\'t let them fall asleep...\n8. take a deep breath, and remind yourself that, as hard as this one day may be, it\'s only one day of travel, and it, too, shall pass!\n\ngood luck! :)'",b'A little bit of rum or whiskey goes a long way...',"b""One thing I can recommend is a portable DVD player with your toddler's favorite movies and/or TV shows.  It will definitely help out.  Check with your carrier if they offer an in-flight rental of DVD movies and/or players.  I know Alaska offers one for $9/day for their players.\n\nAlso, don't forget to bring a pacifier for them during the takeoffs and landings.\n\nFinally, you can check what each major airliner in their FAQs and Travel section.  I included Southwest's and Alaska's here:\nSouthwest: http://www.southwest.com/travel_center/taking_the_kids1.html\nAlaska: http://www.alaskaair.com/www2/help/faqs/Infants.asp""",None,None,None,None,None,None,None
b'How do bowlers get reverse swing in cricket?',,"b'Reverse swing is an art invented by former Pakistani fast bowler Sarfaraz Nawaz, followed by Imran Khan, Waseem Akram and Waqar Younis.\n\nA new cricket ball has shine on both sides. When the ball gets older the shine disappears and the amount of swing is decreased. In reverse swing the bowler keeps one side of the ball shining and one rough.\nDue to air friction the rough side resists the air and the ball moves towards the shining side having less friction on that side.\nSo it will allways move towards the direction of the shine.\nWaqar younis had the habbit of hiding the ball from batsman before its delivery. So that the batsman keeps guessing the direction of the swing.'","b'Reverse swing is an art invented by former Pakistani fast bowler Sarfaraz Nawaz, followed by Imran Khan, Waseem Akram and Waqar Younis.\n\nA new cricket ball has shine on both sides. When the ball gets older the shine disappears and the amount of swing is decreased. In reverse swing the bowler keeps one side of the ball shining and one rough.\nDue to air friction the rough side resists the air and the ball moves towards the shining side having less friction on that side.\nSo it will allways move towards the direction of the shine.\nWaqar younis had the habbit of hiding the ball from batsman before its delivery. So that the batsman keeps guessing the direction of the swing.'","b'""With a turbulent boundary layer on both sides of the ball, the effect of the seam is reversed. It now acts as a ramp, pushing the turbulent air away from the ball and causing the boundary layer to peel away sooner. That makes the pressure on that side higher, forcing the ball to swing towards the batsman.""\n\nSee the illustration on the linked page.'",None,None,None,None,None,None,None,None
b'Why do onions make us cry?',,"b'Onions contain amino acid sulfoxides, which when the onion is sliced turn into a gas. The gas reaches your eyes and reacts with your the natural tear lubricants. The gas then becomes a mild sulfuric acid, which irritates the eyes.  To protect the eye, the tear ducts produce more tears to dilute the acid, which just makes it worse. <br />\n<br />\nSome people think biting a slice of lemon or bread will keep you from crying when chopping an onion.'","b'Onions contain amino acid sulfoxides, which when the onion is sliced turn into a gas. The gas reaches your eyes and reacts with your the natural tear lubricants. The gas then becomes a mild sulfuric acid, which irritates the eyes.  To protect the eye, the tear ducts produce more tears to dilute the acid, which just makes it worse. <br />\n<br />\nSome people think biting a slice of lemon or bread will keep you from crying when chopping an onion.'","b""Try this the next time you slice an onion--move your cutting board next to the sink and turn on the water--your eyes won't sting!""","b""Another couple of suggestions to prevent onions from making you cry that I've come across:\n\n1) Put the onions in the freezer for a couple of minutes before you cut them.\n\n2) Break off a piece of bread, hold it between your teeth, and breathe through your mouth.\n\n3) Wear swimming goggles.\n\nThe latter 2 might evoke intersting reactions from your dinner guests.  Your mileage may vary with all three.""",None,None,None,None,None,None,None
b'What are 8-10 year old girls into these days?',"b'I need to buy gifts for my 2 nieces who are 8 and 10. I have no clue what kind of games, music, movies, clothes would interest them. (am I a bad aunt?)'","b""Well I don't know for the american girls, but in France they all collect everything about Diddl.""","b""Well I don't know for the american girls, but in France they all collect everything about Diddl.""",None,None,None,None,None,None,None,None,None
b'Which hotel is the best in Hong Kong?',,"b""Peninsula Suite, The Peninsula Hong Kong\nLocation: Kowloon, Hong Kong\nLuxury Trademark: Butler service and a Rolls Royce limousine\n-----------------------------------------\nIn a city full of glistening skyscrapers, the Peninsula Hong Kong, with a colonial elegance that reflects its pedigree, stands out as Hong Kong's greatest hotel. Built in 1928, the Peninsula is known for simple touches like marble baths, elegant furnishings and excellent service with a location that allows guests easy access to shopping and the business and entertainment district. The hotel is close to the Hong Kong Cultural Centre, Hong Kong Museum of Art and Hong Kong Space Museum. The one-bedroom Peninsula Suite features a European d\xc3\xa9cor laced with hints of Asian influence. Guests in the suite have access to 24-hour butler service and can ride around town in a Rolls Royce limousine.""","b""Peninsula Suite, The Peninsula Hong Kong\nLocation: Kowloon, Hong Kong\nLuxury Trademark: Butler service and a Rolls Royce limousine\n-----------------------------------------\nIn a city full of glistening skyscrapers, the Peninsula Hong Kong, with a colonial elegance that reflects its pedigree, stands out as Hong Kong's greatest hotel. Built in 1928, the Peninsula is known for simple touches like marble baths, elegant furnishings and excellent service with a location that allows guests easy access to shopping and the business and entertainment district. The hotel is close to the Hong Kong Cultural Centre, Hong Kong Museum of Art and Hong Kong Space Museum. The one-bedroom Peninsula Suite features a European d\xc3\xa9cor laced with hints of Asian influence. Guests in the suite have access to 24-hour butler service and can ride around town in a Rolls Royce limousine.""","b'The Ritz-Carlton, the best experience ever.'","b""Grand Hyatt is highly recommended.  It's located right in the center of the city, with great view of the harbor and super service.  The facility is kind of new and comfortable.  Good choice!""",None,None,None,None,None,None,None
b'How do you get onto the show Curb Appeal?',b'Looks like this HGTV show is always in the Bay Area? How can we get our house onto this show?',"b""Check out HGTV's most frequently asked questions:\n\nhttp://www.hgtv.com/hgtv/about_us/article/0,1783,HGTV_3080_1433559,00.html\n\nCan I get my house remodeled or decorated by HGTV?\n\nThe producers of each series choose the homes featured on HGTV. To find out which shows are currently accepting submissions in their areas, please visit our Be On HGTV page.\n\nhttp://www.hgtv.com/hgtv/be_on_hgtv/""","b""Check out HGTV's most frequently asked questions:\n\nhttp://www.hgtv.com/hgtv/about_us/article/0,1783,HGTV_3080_1433559,00.html\n\nCan I get my house remodeled or decorated by HGTV?\n\nThe producers of each series choose the homes featured on HGTV. To find out which shows are currently accepting submissions in their areas, please visit our Be On HGTV page.\n\nhttp://www.hgtv.com/hgtv/be_on_hgtv/""",None,None,None,None,None,None,None,None,None
b'What is the difference between memory and hard disk space?',,"b""Memory is usually referred in context of RAM (Random Access Memory). It is basically a small storage space used by applications, and is temporary in nature. It gets erased every time you boot your computer. Normal size of a PC's memory ranges from 128MB to 1 GB. Hard Disk on the other hand is a permanent storage device which you can use for storing all your files, music, photos, etc. Normally the hard disk capacity ranges from 40GB to >100GB.""","b""Memory is usually referred in context of RAM (Random Access Memory). It is basically a small storage space used by applications, and is temporary in nature. It gets erased every time you boot your computer. Normal size of a PC's memory ranges from 128MB to 1 GB. Hard Disk on the other hand is a permanent storage device which you can use for storing all your files, music, photos, etc. Normally the hard disk capacity ranges from 40GB to >100GB.""","b""The previous answer is good, I just wanted to add an analogy I like to use.  If you think of a desk and a filing cabinet, you'll take a document out of the filing cabinet and set it on the desk to read it.  In that way, the filing cabinet is like a hard drive, with many documents in it, and the desk is like memory, holding the one that you are currently looking at.""",None,None,None,None,None,None,None,None
"b""Why are Chevy's chips so much better than any other Mexican restaurant's chips?""","b""I'm always very disappointed by corn chips from other places.\n\nSecond question: is there a way I can make very thin and crispy corn chips at home?""","b""AND they seem to use fresh oil...what a concept! Sometimes you can taste the staleness of the oil in restaurant chips - SO gross!\n\nHere's a recipe for tortilla chips:\nhttp://www.dianaskitchen.com/page/bread/corntort.htm\nHaven't tried it so I don't know if they are good or not! Good luck...""","b""AND they seem to use fresh oil...what a concept! Sometimes you can taste the staleness of the oil in restaurant chips - SO gross!\n\nHere's a recipe for tortilla chips:\nhttp://www.dianaskitchen.com/page/bread/corntort.htm\nHaven't tried it so I don't know if they are good or not! Good luck...""","b""Because Chevy's makes them fresh in the restaurant all day long. Sometimes you can watch them.""",None,None,None,None,None,None,None,None
